text,label
"fy 2021 r&d expense 88,623,727",expense
DEFERRED TAX 2023 ₹81257274,other
Profit Before Tax FY 2023 34427184,profit
exceptional items 2023 ₹99062195 (Note 2),other
License fees 2024 622112,revenue
REVENUE FROM OPERATIONS FY 2020 ₹3693705,revenue
"FY 2019 net sales 50,482,035",revenue
"FY 2019 R&D EXPENSE ₹90,114,989",expense
"fy 2021 PROFIT AFTER TAX (PAT) 74,889,893",profit
FY 2021 turnover ₹6106258,revenue
gross profit FY 2019 ₹63587,profit
2018 FOREIGN EXCHANGE GAIN 598917,other
"NET SALES ₹8,479,833",revenue
insurance expense FY 2020 19749,expense
POWER AND FUEL 2020 106619,expense
"2024 finance cost ₹12,267,134",expense
"cost of materials 2018 57,549,981 (Note 18)",expense
PBT 324750,profit
"SERVICE INCOME 67,136,404",revenue
Notes to accounts ₹64867,other
"Gross Profit FY 2020 76,526,937",profit
"Profit Before Tax 2021 ₹73,528,162 (Note 1)",profit
"Interest expense FY 2018 ₹10,420,954",expense
"Notes to accounts ₹75,232,045",other
"PROFIT AFTER TAX (PAT) 2022 ₹3,261,324",profit
"Reserves and surplus 53,246,234",other
"EBITDA ₹96,645,848",profit
FY 2024 SUBSCRIPTION REVENUE ₹160738,revenue
Profit after tax (PAT) ₹7947194,profit
Professional fees FY 2021 858680,expense
FY 2018 Accounting policy change 77417880,other
"FY 2019 REVENUE FROM OPERATIONS 52,791,841",revenue
TAX EXPENSE ₹147924 (Note 2),expense
"FY 2020 top line 97,361,066",revenue
Accounting policy change FY 2024 12256,other
"2020 Product sales 89,991,500",revenue
"Total Income 2021 69,356,247",revenue
2024 Service income 90028,revenue
fy 2021 PRODUCT SALES ₹11220 (Note 7),revenue
"Depreciation Expense FY 2021 57,287,068",expense
Interest expense 2024 ₹119053,expense
Share capital FY 2020 ₹69252,other
Gross Profit ₹20441687,profit
fy 2021 Professional fees ₹8940739,expense
FY 2019 Net income 586119,profit
"ebit FY 2024 ₹13,813,883",profit
REVENUE FROM OPERATIONS ₹60529679,revenue
"SUBSCRIPTION REVENUE FY 2021 ₹83,222,511",revenue
"fy 2022 Earnings after tax ₹33,856,025",profit
"sales revenue 2023 61,164,408",revenue
Rental income 2020 ₹63970,revenue
"other expenses ₹13,366,648",expense
"fy 2020 Rent expense ₹6,617,733",expense
"PBT 2024 ₹71,313,504",profit
"Consolidated revenue FY 2021 54,414,546",revenue
"operating income FY 2021 68,821,458",profit
"FY 2019 professional fees 62,868,001",expense
"2018 Administrative expenses ₹46,007,495",expense
Net Sales FY 2023 ₹1433940,revenue
EPS basic ₹38944 (Note 20),other
FY 2018 Share capital ₹86573538,other
Cost of materials 98476025,expense
r&d expense 2024 25397,expense
License fees FY 2023 11865661,revenue
PBT ₹14927,profit
Selling expenses FY 2024 6313929,expense
"total income 2018 ₹47,229,735",revenue
depreciation expense 2024 ₹1477784 (Note 16),expense
"Topline revenue 2021 93,950,684",revenue
"PROFIT BEFORE TAX 47,716,937",profit
EARNINGS AFTER TAX FY 2019 ₹28939,profit
"cost of goods sold 14,200,817",expense
license fees 2021 90859912,revenue
Selling expenses FY 2021 33884,expense
"RENT EXPENSE ₹96,600,969",expense
"Rental income 2021 ₹99,718,024",revenue
"2023 NET PROFIT 23,176,099",profit
"PBT 68,952,551",profit
2020 Accounting policy change ₹17922 (Note 5),other
"PRIOR PERIOD ITEMS 93,973,326",other
ebitda FY 2022 36731,profit
"FY 2020 operating income 5,535,347",profit
"2021 OPERATING COST ₹89,248,877",expense
"ebitda 2024 ₹31,910,721",profit
Bottom line 55571,profit
FY 2018 Interest expense 28181,expense
"PROFIT FOR THE YEAR FY 2024 ₹12,286,743",profit
fy 2023 PBT 31942,profit
"2019 NET INCOME ₹10,263,068 (Note 7)",profit
"RENT EXPENSE 2020 ₹93,882,207",expense
"Turnover 93,453,697 (Note 8)",revenue
fy 2022 Foreign exchange gain ₹6337734,other
"Other Expenses FY 2023 ₹99,175,172",expense
"Related party note 48,691,444",other
notes to accounts 2019 ₹14542798,other
"Other Expenses FY 2021 88,336,472",expense
"Cost of Goods Sold FY 2022 ₹72,179,763",expense
PROFIT AFTER TAX (PAT) 2020 844867,profit
"fy 2021 EXCEPTIONAL ITEMS 18,915,488",other
operating profit FY 2024 ₹56128,profit
earnings after tax 755255 (Note 25),profit
"fy 2020 professional fees 8,741,930",expense
"fy 2018 Total Income ₹92,561,086",revenue
2021 Net Profit 62079695,profit
"EPS BASIC 2019 97,990,535",other
2023 RENT EXPENSE ₹28508590,expense
Other income 2023 ₹7110062,other
Interest expense 2024 ₹47652279,expense
fy 2024 Income from operations ₹87421 (Note 21),revenue
"FY 2018 earnings after tax 43,099,249",profit
"fy 2024 Administrative expenses 93,091,716",expense
"BOTTOM LINE FY 2020 34,218,310",profit
"BOTTOM LINE 2024 27,116,775",profit
net income FY 2018 75792454,profit
"Operating profit 2024 ₹93,007,862 (Note 19)",profit
Other income FY 2018 ₹94104,other
Profit Before Tax FY 2018 ₹14312,profit
"fy 2022 Net Profit ₹40,312,775",profit
"Marketing expense 28,684,519",expense
ACCOUNTING POLICY CHANGE FY 2022 8601488,other
2022 PRODUCT SALES ₹99166,revenue
"Sales Revenue ₹11,866,709",revenue
"Turnover ₹36,575,224",revenue
Finance Cost FY 2024 ₹88502768,expense
"fy 2022 OTHER INCOME ₹86,025,272",other
"gross profit ₹55,815,838",profit
"INTEREST EXPENSE 2021 28,406,463",expense
"fy 2021 Operating revenue ₹69,373,646",revenue
depreciation expense ₹51341326,expense
FINANCE COST FY 2018 ₹204800,expense
BOTTOM LINE ₹774976,profit
"Profit after tax (PAT) 2019 ₹17,244,476",profit
GROSS REVENUE FY 2018 418897,revenue
"fy 2024 Employee benefits 93,932,247 (Note 9)",expense
"2018 Interest expense 80,204,379",expense
"revenue from operations 35,965,393",revenue
License fees 724473,revenue
rent expense 2019 181315,expense
"ADMINISTRATIVE EXPENSES 2022 ₹64,164,036",expense
"fy 2024 Profit after tax (PAT) 74,676,744",profit
Depreciation Expense ₹466710,expense
"2022 notes to accounts 92,020,192",other
Sales of goods 2024 48412328,revenue
"2021 Rent expense 70,960,084",expense
Extraordinary items 2024 ₹922460,other
Net Sales 2024 ₹77621,revenue
"Operating profit ₹80,506,428",profit
"Profit for the year FY 2018 77,626,696",profit
Sales Revenue FY 2019 ₹28186152 (Note 12),revenue
"FY 2024 TOTAL INCOME 31,730,907",revenue
"Gross Revenue FY 2021 65,529,608",revenue
accounting policy change 7071873,other
EPS BASIC ₹70677720 (Note 1),other
"Accounting policy change 2019 ₹9,214,814",other
related party note FY 2019 694197,other
"insurance expense 2023 ₹66,677,264",expense
"operating income ₹28,340,189",profit
FY 2019 Total Income 538184,revenue
Other Expenses 35670862,expense
"consolidated revenue 2019 ₹48,536,215",revenue
"Finance Cost FY 2018 41,233,538",expense
fy 2019 Related party note ₹57328422,other
"Notes to accounts FY 2020 90,959,574",other
"Power and Fuel FY 2018 78,329,855",expense
"Service income 2023 9,963,576",revenue
"fy 2021 Power and Fuel ₹43,026,267",expense
R&D EXPENSE ₹953779,expense
2024 GROSS REVENUE ₹94593,revenue
POWER AND FUEL ₹1347553,expense
FY 2018 Notes to accounts ₹4688768 (Note 13),other
cost of materials 76591543 (Note 17),expense
"Foreign exchange gain FY 2023 75,836,140",other
"DEFERRED TAX 2018 ₹47,415,969 (Note 22)",other
"Bottom line FY 2018 ₹81,427,462",profit
INTEREST EXPENSE 89002110,expense
fy 2023 OTHER EXPENSES ₹40882,expense
"FY 2018 Operating Cost 28,061,716",expense
product sales ₹1530633,revenue
other income 2021 78437049,other
"Income from operations FY 2022 ₹21,801,079",revenue
"cost of goods sold ₹5,660,213",expense
operating revenue FY 2018 ₹39870720,revenue
"notes to accounts FY 2019 ₹46,396,849",other
"Insurance expense FY 2024 ₹52,881,328 (Note 19)",expense
Profit Before Tax FY 2019 ₹58956912,profit
"FY 2020 Sales of goods ₹67,342,380",revenue
other expenses 2022 36047525,expense
SALES OF GOODS 2021 12279,revenue
2024 R&D expense 57463440,expense
"employee benefits 38,737,319",expense
"ACCOUNTING POLICY CHANGE 16,376,206",other
PRIOR PERIOD ITEMS 40549,other
Rent expense 7923034,expense
"fy 2024 Notes to accounts 67,136,297",other
fy 2018 Other Expenses ₹953196 (Note 12),expense
"FY 2020 PROFIT AFTER TAX (PAT) ₹76,765,884",profit
"fy 2023 profit before tax 40,326,314",profit
"turnover 2020 2,062,537 (Note 7)",revenue
"INSURANCE EXPENSE 46,869,717",expense
fy 2021 extraordinary items ₹97070,other
Product sales 2022 21819185,revenue
"Gross Revenue ₹32,664,537",revenue
"Sales Revenue FY 2023 ₹40,194,760",revenue
"sales revenue ₹43,918,501",revenue
"finance cost 3,492,087",expense
"Accounting policy change ₹28,146,761",other
Notes to accounts 2024 770131,other
EARNINGS AFTER TAX FY 2018 ₹246807,profit
Bottom line FY 2023 ₹74341,profit
FY 2023 NOTES TO ACCOUNTS ₹751464,other
"Accounting policy change FY 2022 ₹61,257,649",other
"finance cost FY 2024 ₹99,754,175",expense
"Income from operations 2022 40,562,501",revenue
Profit after tax (PAT) 66710,profit
2019 License fees ₹665579,revenue
"Finance Cost 2020 ₹81,877,614",expense
2024 r&d expense 5398044,expense
FY 2018 PROFIT AFTER TAX (PAT) ₹31331521,profit
Product sales 2021 244037,revenue
2024 MERCHANDISE SALES ₹1389899,revenue
Schedule 1 ₹73251,other
"Earnings after tax FY 2022 ₹16,218,609 (Note 19)",profit
"fy 2018 Reserves and surplus 14,256,393",other
finance cost 78422,expense
EBIT ₹827706,profit
2022 extraordinary items ₹5133107,other
Other income ₹33781,other
"2019 MERCHANDISE SALES ₹64,239,781",revenue
"PRODUCT SALES 16,236,924",revenue
"BOTTOM LINE 33,903,894 (Note 13)",profit
"PROFIT FOR THE YEAR 2024 ₹65,388,134",profit
"Extraordinary items 94,748,200 (Note 12)",other
"gross revenue ₹20,144,705",revenue
"2022 TOP LINE 77,751,200",revenue
"SUBSCRIPTION REVENUE 2020 ₹67,530,448",revenue
"FY 2022 license fees 82,619,402",revenue
"Consolidated revenue 2022 ₹72,934,346 (Note 21)",revenue
"profit before tax ₹65,457,506",profit
"fy 2024 CONTINGENT LIABILITY 1,887,545",other
"Notes to accounts 64,813,744",other
"fy 2020 Operating revenue ₹85,815,571",revenue
2019 Rent expense 41653,expense
Gross Profit 2022 7493063,profit
OCI ADJUSTMENT FY 2019 900128,other
ebit FY 2023 363368,profit
"Total Income 26,824,319",revenue
"Selling expenses 9,915,211",expense
gross profit FY 2024 2748178,profit
FY 2021 Tax expense ₹9722462,expense
"Turnover ₹934,169",revenue
OCI ADJUSTMENT 384402,other
SALES OF GOODS FY 2023 ₹416422,revenue
"Bottom line 2018 42,990,975",profit
EPS basic FY 2023 ₹654835,other
FY 2021 operating profit 87707 (Note 10),profit
"PBT 2019 ₹31,750,552 (Note 24)",profit
rent expense FY 2022 ₹36830,expense
"PROFIT AFTER TAX (PAT) 10,150,415",profit
"Extraordinary items 2022 3,561,956",other
2022 Total Income 595401,revenue
"SELLING EXPENSES 2018 58,562,034",expense
FY 2022 DEFERRED TAX ₹502258,other
"Bottom line 2023 ₹42,086,808",profit
"Employee benefits FY 2020 54,558,486",expense
"Professional fees 2019 53,186,530",expense
fy 2021 Profit after tax (PAT) ₹73005,profit
"fy 2020 COST OF GOODS SOLD 22,671,484",expense
"EPS BASIC ₹32,042,349",other
"PBT 2021 ₹79,109,993",profit
EBIT FY 2022 74165645,profit
Marketing expense FY 2020 18314,expense
Service income FY 2019 115440,revenue
"OCI adjustment 2023 73,959,342",other
"Sales of goods 2024 ₹67,671,275",revenue
FY 2019 Rental income 44761889 (Note 19),revenue
Marketing expense 37587974,expense
"2020 Cost of Goods Sold 10,475,244",expense
2018 Accounting policy change ₹37748106,other
"ADMINISTRATIVE EXPENSES 2023 12,379,160",expense
"subscription revenue FY 2022 ₹51,371,020",revenue
Finance Cost FY 2024 86197740,expense
fy 2021 Accounting policy change 347162,other
TOPLINE REVENUE 2022 668882,revenue
2019 Profit for the year ₹94137,profit
LICENSE FEES 58199211,revenue
"NET INCOME ₹70,973,966 (Note 14)",profit
2020 DEPRECIATION EXPENSE 8685433,expense
OPERATING INCOME 2024 ₹9909750,profit
"profit after tax (pat) ₹56,997,676",profit
"Sales of goods 92,166,057",revenue
Operating Income FY 2023 ₹924756,profit
"Merchandise sales ₹76,918,410",revenue
professional fees FY 2021 96143448,expense
"Tax expense 2020 76,237,341",expense
"FY 2021 EBITDA 56,600,416",profit
Top line 2019 14677,revenue
Contingent liability ₹3003510,other
Marketing expense 2021 ₹714969,expense
"OCI ADJUSTMENT FY 2022 35,359,188",other
"interest expense 71,519,059",expense
Earnings after tax 13788009,profit
"2022 Depreciation Expense 40,860,571",expense
"Share capital FY 2020 ₹56,896,463",other
"Segment revenue ₹86,601,565 (Note 12)",revenue
operating profit FY 2018 9761524,profit
fy 2024 prior period items ₹64524124,other
"fy 2020 cost of materials ₹92,739,810",expense
OPERATING COST FY 2019 ₹13235,expense
Employee benefits FY 2022 ₹26718600,expense
"PROFIT AFTER TAX (PAT) 2024 ₹7,038,827",profit
"Profit Before Tax FY 2021 54,736,366",profit
"Service income FY 2020 ₹55,614,671",revenue
PROFIT BEFORE TAX FY 2021 ₹84012494,profit
"cost of goods sold FY 2020 19,531,516",expense
FY 2024 Sales Revenue 86986,revenue
Marketing expense 2024 94120,expense
"Notes to accounts FY 2020 33,780,309 (Note 10)",other
Foreign exchange gain 2020 43223,other
"2019 Subscription Revenue ₹60,260,270",revenue
fy 2024 OPERATING REVENUE ₹93070,revenue
Subscription Revenue 2021 ₹23474864,revenue
finance cost 2023 ₹64129615,expense
Sales Revenue FY 2019 ₹283877,revenue
"earnings from operations 2021 31,393,627",profit
"fy 2021 Gross Revenue 95,796,886",revenue
"2018 Top line 65,668,337",revenue
Finance Cost 2019 25372552,expense
"operating revenue 2021 ₹21,361,258",revenue
Cost of Goods Sold 2021 21653940,expense
"Net Sales FY 2024 33,564,137",revenue
"FY 2019 EBITDA 99,760,328",profit
"Gross Revenue 2018 67,466,376",revenue
FY 2018 net income ₹31176,profit
FY 2018 RELATED PARTY NOTE ₹446510,other
fy 2020 contingent liability 8136273 (Note 15),other
Profit after tax (PAT) ₹703330,profit
service income 2019 ₹24334,revenue
FY 2023 Net Sales 50760,revenue
"related party note 70,342,852 (Note 25)",other
"interest expense 2020 84,649,602",expense
FY 2019 Employee benefits ₹93033115,expense
"FY 2023 BOTTOM LINE 23,969,085",profit
"Deferred tax FY 2023 81,701,740",other
revenue from operations FY 2018 404691,revenue
Sales Revenue 2019 98251083,revenue
2018 Bottom line 1623137 (Note 13),profit
"Profit after tax (PAT) 36,110,040",profit
Sales of goods 9095563,revenue
NET PROFIT FY 2018 774220,profit
"Segment revenue FY 2024 39,603,600",revenue
"Profit after tax (PAT) 95,462,772",profit
"Income from operations ₹19,994,139",revenue
"FY 2020 share capital 17,086,190",other
rent expense FY 2023 71645,expense
"FY 2022 EBIT ₹17,801,999",profit
EARNINGS AFTER TAX 2024 ₹8152994,profit
Depreciation Expense 2023 68017753,expense
net profit 2024 84526722 (Note 6),profit
"FY 2019 TOTAL INCOME 1,015,138",revenue
"Gross Profit FY 2020 ₹55,228,770",profit
Related party note 78756,other
"Rent expense 2021 40,328,816",expense
"FY 2021 contingent liability ₹1,181,880",other
"selling expenses ₹5,016,560",expense
"profit for the year 15,175,619",profit
"turnover 82,174,765",revenue
Bottom line FY 2021 ₹75821716,profit
EPS basic 2018 9651684 (Note 3),other
FY 2018 Reserves and surplus ₹1038026,other
"Other Expenses 2018 ₹6,691,596",expense
net sales 850800,revenue
"CONTINGENT LIABILITY 2024 9,489,565",other
fy 2021 Tax expense 710397,expense
"Exceptional items 2022 17,556,836",other
finance cost ₹17855,expense
"2020 Foreign exchange gain 48,130,573",other
fy 2022 SHARE CAPITAL ₹53917235 (Note 21),other
Bottom line 2023 ₹50582,profit
"Segment revenue ₹63,636,743",revenue
Service income 41711,revenue
EBIT ₹44414393,profit
"FY 2023 Income from operations ₹26,849,898",revenue
"LICENSE FEES FY 2018 49,647,086",revenue
"Share capital 2020 57,980,276",other
Operating revenue ₹5384902,revenue
"Earnings from operations FY 2023 ₹30,082,596",profit
"Extraordinary items 2020 45,542,758",other
PBT 2019 ₹15933 (Note 3),profit
Operating profit 20282845,profit
Power and Fuel 2024 50225,expense
"total income ₹22,416,682",revenue
"Prior period items FY 2023 ₹53,374,810",other
2018 turnover 37665,revenue
TURNOVER ₹1368085,revenue
DEFERRED TAX 2018 997127,other
Power and Fuel 2024 6489988,expense
GROSS REVENUE FY 2018 ₹30777669,revenue
"Cost of materials FY 2024 ₹44,649,850",expense
"Earnings from operations 2023 16,484,806",profit
"Top line FY 2024 ₹88,704,879",revenue
"fy 2023 FOREIGN EXCHANGE GAIN 15,311,984",other
"Insurance expense 93,584,868",expense
"FY 2024 OTHER EXPENSES 94,589,273",expense
"REVENUE FROM OPERATIONS FY 2024 ₹89,963,412",revenue
"PROFIT FOR THE YEAR FY 2023 61,775,422",profit
"schedule 1 77,411,531",other
"Rent expense 2024 43,027,013",expense
Reserves and surplus FY 2019 ₹69384,other
"Operating Income 2020 ₹70,624,403",profit
"income from operations FY 2019 ₹56,185,102",revenue
"2019 EPS basic 4,147,211",other
"SUBSCRIPTION REVENUE FY 2021 35,601,614",revenue
"fy 2019 NET PROFIT ₹41,955,386",profit
"NET INCOME ₹94,098,286",profit
"RENT EXPENSE FY 2020 ₹52,474,760",expense
"extraordinary items 2024 40,906,059",other
"Profit after tax (PAT) 18,801,442",profit
"COST OF GOODS SOLD 17,746,823",expense
2020 TOPLINE REVENUE ₹91363974,revenue
"License fees 2022 ₹95,175,446",revenue
TAX EXPENSE FY 2022 ₹61736,expense
PRIOR PERIOD ITEMS 2022 13467247,other
Cost of Goods Sold 2018 94443038,expense
"Related party note 2019 84,906,901",other
"fy 2023 Power and Fuel ₹35,214,121",expense
Net Profit 2024 ₹3879233,profit
"Reserves and surplus 38,707,405",other
"schedule 1 FY 2022 56,746,472",other
Rental income 2022 2737893,revenue
Topline revenue FY 2024 ₹6012883,revenue
"Revenue from operations FY 2018 ₹78,583,572",revenue
segment revenue FY 2019 ₹329580,revenue
"Professional fees 2022 72,664,177",expense
Depreciation Expense 2022 ₹547242,expense
net sales 2021 ₹90582915,revenue
Accounting policy change 2018 ₹89131 (Note 3),other
OTHER EXPENSES FY 2018 ₹86229,expense
Share capital FY 2024 ₹52501664,other
"Exceptional items FY 2020 ₹63,981,022",other
Reserves and surplus 596116,other
"other expenses FY 2020 83,972,594",expense
"2020 net income 83,398,828",profit
gross revenue 910389,revenue
"Operating revenue FY 2024 ₹72,812,732",revenue
OPERATING PROFIT 6737942,profit
Employee benefits 2023 2450859 (Note 19),expense
"Bottom line ₹74,672,089",profit
"Reserves and surplus 2024 ₹90,055,887 (Note 11)",other
SEGMENT REVENUE 2018 1182888,revenue
"prior period items ₹1,956,662",other
"CONSOLIDATED REVENUE ₹42,517,541",revenue
Cost of Goods Sold 2019 89077,expense
"fy 2024 PRIOR PERIOD ITEMS ₹88,498,278",other
"Extraordinary items FY 2020 75,284,156",other
EBIT ₹261750,profit
"2024 Employee benefits 95,017,873",expense
"Operating Income 2024 ₹2,056,059",profit
Segment revenue FY 2022 ₹8176707,revenue
"FOREIGN EXCHANGE GAIN FY 2019 ₹66,331,388",other
operating profit 2019 ₹4921744,profit
R&D expense FY 2018 5130922,expense
NET PROFIT 64965,profit
PROFIT FOR THE YEAR ₹770416,profit
2020 Profit after tax (PAT) 837771,profit
"License fees 2024 12,654,400",revenue
fy 2019 Net income 178811,profit
profit for the year ₹50116,profit
2021 Top line 79273350,revenue
"operating profit FY 2020 ₹50,864,392",profit
EARNINGS AFTER TAX 2020 ₹412180,profit
"OCI ADJUSTMENT ₹32,577,071",other
REVENUE FROM OPERATIONS FY 2018 ₹873758,revenue
PROFIT FOR THE YEAR FY 2022 21062,profit
"MERCHANDISE SALES 2020 17,201,649",revenue
"2021 EBITDA 89,808,895",profit
FY 2022 earnings after tax ₹23613606,profit
EARNINGS FROM OPERATIONS FY 2024 652313,profit
fy 2019 Rent expense ₹14799,expense
"2019 gross revenue ₹80,494,404",revenue
"EPS basic 2020 36,850,617",other
fy 2022 TAX EXPENSE 59557403,expense
Profit after tax (PAT) ₹28057280,profit
fy 2018 Total Income ₹51774 (Note 6),revenue
"2020 Cost of materials 35,340,889",expense
Net Profit 5232239,profit
"FY 2019 REVENUE FROM OPERATIONS ₹59,503,211",revenue
"Rental income ₹91,948,431",revenue
"share capital 2023 ₹59,592,582",other
"Extraordinary items 2021 ₹72,798,700",other
INCOME FROM OPERATIONS 1273003,revenue
"MERCHANDISE SALES 74,529,105",revenue
Income from operations ₹50550084,revenue
fy 2022 Net Sales 25961469 (Note 22),revenue
"oci adjustment 2021 69,932,508",other
"Operating Cost 2018 ₹9,144,010",expense
"Rental income 2022 ₹87,816,064",revenue
"2019 Gross Revenue 94,057,091",revenue
"Profit Before Tax 2023 71,051,456",profit
PROFIT AFTER TAX (PAT) ₹9555168,profit
"INTEREST EXPENSE 2021 ₹35,040,478",expense
"Depreciation Expense 2021 23,890,642 (Note 11)",expense
Turnover FY 2019 63296,revenue
exceptional items 2020 ₹6577582,other
"EBIT 2018 255,861",profit
Reserves and surplus FY 2019 9211903,other
"RENT EXPENSE FY 2019 ₹90,402,011",expense
"professional fees 2021 71,927,693",expense
BOTTOM LINE 2019 ₹7447495,profit
SALES OF GOODS 2021 67265875,revenue
"EMPLOYEE BENEFITS 2018 1,451,059",expense
Reserves and surplus 4272220 (Note 21),other
other income 2023 92337,other
fy 2020 service income 606545,revenue
R&D expense 2022 82373,expense
"extraordinary items 2020 86,928,614",other
fy 2021 Profit Before Tax 980436,profit
"Insurance expense FY 2019 ₹72,051,727",expense
"PROFESSIONAL FEES FY 2024 ₹28,552,474",expense
related party note FY 2022 57396,other
"EBITDA 65,683,669",profit
"Professional fees 22,391,731",expense
profit before tax 2022 ₹1426444,profit
FOREIGN EXCHANGE GAIN FY 2023 ₹54456350,other
"gross profit 2019 ₹16,572,764",profit
"Service income FY 2021 ₹21,906,387",revenue
Extraordinary items 2020 ₹792369,other
"Sales of goods 15,948,299",revenue
Finance Cost 1000159,expense
FY 2022 Marketing expense 275933 (Note 4),expense
rental income FY 2019 ₹12751,revenue
"Selling expenses 2018 ₹894,050",expense
Operating Cost FY 2024 893269,expense
"Extraordinary items 2023 8,258,127",other
"Related party note 2018 ₹90,324,723",other
"License fees FY 2021 ₹40,863,240",revenue
"FY 2020 License fees 92,382,443",revenue
"fy 2023 Notes to accounts ₹62,037,802",other
FY 2020 oci adjustment 52251486,other
EBITDA ₹292824,profit
Topline revenue 2024 703656,revenue
EXCEPTIONAL ITEMS FY 2020 1489484,other
"Notes to accounts ₹75,987,903",other
Earnings after tax 2020 ₹2445038,profit
deferred tax FY 2022 ₹97808260,other
"fy 2023 exceptional items 75,663,946",other
OPERATING INCOME FY 2021 55695,profit
"Net Profit 2019 24,558,920",profit
FY 2022 Operating profit ₹122621,profit
"PBT FY 2021 ₹73,608,429 (Note 25)",profit
"r&d expense 2024 3,778,160",expense
"oci adjustment 2022 ₹27,989,985",other
"Finance Cost 2024 99,556,052",expense
SELLING EXPENSES 9336696,expense
"foreign exchange gain ₹51,985,044",other
EBIT ₹9616768,profit
"turnover 2021 26,836,211",revenue
fy 2021 sales of goods 481913,revenue
"SHARE CAPITAL ₹76,116,599",other
fy 2024 SERVICE INCOME 577555,revenue
fy 2018 Gross Profit ₹5630399,profit
"Earnings after tax FY 2019 ₹66,569,519",profit
"Net Sales ₹67,963,458",revenue
Subscription Revenue 2018 761820,revenue
"EBITDA ₹62,918,537",profit
prior period items 332431,other
"CONSOLIDATED REVENUE ₹18,062,011",revenue
OPERATING REVENUE 2024 80371,revenue
"fy 2024 EBITDA 31,373,789",profit
"Merchandise sales ₹83,700,995",revenue
Extraordinary items FY 2023 8566213,other
"product sales 43,954,009",revenue
Depreciation Expense FY 2019 57788337,expense
FY 2019 Operating Income ₹68147312,profit
product sales FY 2018 ₹14159837,revenue
2024 SALES OF GOODS ₹1931723,revenue
"Net Profit ₹52,690,824",profit
GROSS PROFIT ₹78272536,profit
"2020 OCI ADJUSTMENT ₹53,244,565",other
"fy 2023 depreciation expense 84,274,219",expense
"Operating Cost 69,341,785",expense
"Deferred tax 2020 ₹75,738,462",other
"Related party note FY 2022 ₹66,403,255",other
Net income 2024 70832218,profit
"SELLING EXPENSES 2020 ₹12,561,284",expense
2018 Tax expense 537970 (Note 4),expense
"net sales FY 2024 ₹38,809,467",revenue
reserves and surplus ₹845955,other
fy 2018 Profit Before Tax 28286828,profit
"merchandise sales 60,705,283",revenue
FY 2018 NET SALES 76001106,revenue
fy 2021 Gross Profit ₹681252,profit
fy 2020 Total Income ₹19082067,revenue
contingent liability FY 2024 44315,other
"Earnings after tax FY 2024 ₹59,188,923",profit
RESERVES AND SURPLUS 94179,other
TOP LINE 2021 ₹2164686,revenue
"Total Income FY 2018 1,812,024",revenue
2022 professional fees ₹75835 (Note 11),expense
SALES OF GOODS ₹3443176,revenue
"FY 2018 Accounting policy change ₹65,386,499 (Note 21)",other
fy 2021 Earnings after tax ₹9008084,profit
"2022 Operating revenue ₹20,123,763",revenue
Employee benefits 972964,expense
2023 Net Sales 833736,revenue
Professional fees ₹782152,expense
License fees 2021 47890586,revenue
FY 2021 Profit for the year 52929 (Note 19),profit
Operating Cost ₹729042,expense
eps basic ₹6730804,other
ebitda ₹86893,profit
"TAX EXPENSE FY 2024 ₹74,145,884",expense
Operating profit ₹91390 (Note 12),profit
Exceptional items 2021 353952,other
Profit after tax (PAT) FY 2018 ₹457441,profit
"insurance expense 2018 49,259,911",expense
"FY 2019 Product sales ₹84,577,978",revenue
NET PROFIT 2024 ₹5614769,profit
"TOPLINE REVENUE 2021 ₹77,212,674",revenue
"total income ₹94,116,079",revenue
"2019 Operating Income 36,109,588 (Note 7)",profit
Sales Revenue 2018 ₹664781,revenue
"deferred tax 2019 63,578,090",other
"Accounting policy change 2019 60,139,721",other
"net sales 2019 34,345,247",revenue
fy 2019 Exceptional items ₹146920,other
OPERATING PROFIT 9266135,profit
"service income 72,898,400",revenue
"employee benefits ₹24,291,075",expense
Merchandise sales 2020 ₹92045,revenue
"INSURANCE EXPENSE 2018 ₹5,868,570",expense
"Other Expenses FY 2019 12,602,604",expense
net sales FY 2022 245129,revenue
2022 Marketing expense ₹70240339,expense
"2020 Related party note ₹43,484,323",other
"fy 2024 Other Expenses ₹79,728,144 (Note 16)",expense
"INCOME FROM OPERATIONS FY 2023 ₹76,216,246",revenue
"Net income FY 2022 78,968,373",profit
ebitda 72113,profit
"2018 Deferred tax ₹90,712,721",other
NET PROFIT 75035969,profit
"2022 other expenses ₹23,265,400",expense
Gross Revenue FY 2021 8339797 (Note 3),revenue
"oci adjustment FY 2018 377,349",other
"fy 2021 NET PROFIT ₹16,031,296",profit
"PBT ₹65,465,306",profit
"2020 OCI ADJUSTMENT ₹86,004,647",other
"Sales of goods FY 2024 18,586,762",revenue
"Gross Revenue FY 2019 24,322,734",revenue
EBITDA ₹64040872,profit
Segment revenue 2018 102303,revenue
"NET PROFIT 2018 ₹55,897,453",profit
2021 SEGMENT REVENUE 68795196,revenue
"Depreciation Expense 2018 36,335,546",expense
FY 2021 Net Sales 8245056,revenue
CONSOLIDATED REVENUE FY 2021 14978636,revenue
Schedule 1 FY 2022 ₹4626565,other
"Other income 2018 ₹62,726,402",other
"2022 Interest expense ₹57,434,680",expense
2024 Schedule 1 531986 (Note 2),other
2022 Service income ₹5275844,revenue
2020 rent expense 93148,expense
